preco,area,idade,piscina
266163.40827956377,127.0615971685457,12.116196611896157,0
226900.30313038125,122.33882548691132,15.528186550363898,0
204656.59928957614,91.14430097609615,6.419003698974848,0
185263.2638159635,117.86075741629205,34.50207590125501,0
304740.59588341584,163.33652575270048,38.12404855154455,1
277922.07278709364,133.54512159237643,22.54578733816743,1
265715.93591601896,121.2369876597882,13.181896535679698,1
168774.29705992356,107.32509502981125,39.86468874849379,0
165221.73633291328,58.402583353784536,9.392787031829357,1
256318.9476569063,153.94011640242525,24.50687861070037,0
171547.28943932167,76.18079787225534,4.327141176909208,0
303001.6090824249,142.19842532632003,19.481302797794342,1
333357.0693240912,177.2731070765245,3.9778329338878393,1
176719.4823640185,76.68320517084602,6.446630507707596,0
245605.37078821473,141.05353006124133,11.319714831188321,0
208852.3476418069,112.13407531792596,23.354893438518047,0
178114.4363000732,72.83567522563537,29.26830635406077,1
155938.52188147957,74.55997038654746,6.620836444199085,0
121192.05671075342,71.95391479276219,34.6587105281651,0
222991.6702520784,104.07280433489092,28.342965487390757,1
144727.17302450212,76.147332450123,30.415981449186802,0
275324.61103428644,140.63750318927484,5.883364342153072,0
335287.13465523825,183.00326821577016,14.322278536856174,1
131346.0166027633,81.38908571894463,26.93329925648868,0
